# No.	Zi	Source	IDC	Component A	Component B, or
# No.	Zi	Source	Single	IDC	Component.
# See `docs/lintelstat.py` for more details.
3939	嵣	GHTK	⿰	山	唐
3940	嵤	GTJKP	⿱	𤇾	山
3941	嵥	GHTKP	⿰	山	桀
3942	嵦	GT	⿰	山	豈
3943	嵧	GHT	⿰	山	留
3944	嵨	GHT	⿰	山	烏
3945	嵩	GHTJKPV	⿱	山	高
3946	嵪	GTJK	⿰	山	高
3947	嵫	GT	⿰	山	兹
3947	嵫	HK	⿰	山	茲
3947	嵫	P	⿰	山	玆
3948	嵬	GHTJKPV	⿱	山	鬼
3949	嵭	GTJK	⿰	山	旁
3950	嵮	G	⿰	山	真
3951	嵯	GHTJKP	⿰	山	差
3952	嵰	GHTJKP	⿰	山	兼
3953	嵱	GHTKP	⿰	山	容
3954	嵲	GHTKP	⿰	山	臬
3955	嵳	GTJP	⿱	山	差
3956	嵴	GHT	⿰	山	脊
3957	嵵	GT	⿱	山	時
3958	嵶	GJ	⿰	山	弱
3959	嵷	GHTKP	⿰	山	從
3960	嵸	GHTKP	⿱	山	從
3961	嵹	G	⿱	山	强
3961	嵹	HTJK	⿱	山	強
3962	嵺	GHTJKP	⿰	山	翏
3963	嵻	GHT	⿰	山	康
3964	嵼	G	⿰	山	産
3964	嵼	HTKP	⿰	山	產
3965	嵽	GHTKP	⿰	山	帶
3966	嵾	GHTJKP	⿱	山	參
3967	嵿	GHTJKV	⿱	山	頂
3968	嶀	GHTK	⿰	山	雩
3969	嶁	GHTJKP	⿰	山	婁
3970	嶂	GHTJKP	⿰	山	章
3971	嶃	GTJKP	⿰	山	斬
3972	嶄	GHTJKPV	⿱	山	斬
3973	嶅	GHT	⿱	敖	山
3974	嶆	GHTKP	⿰	山	曹
3975	嶇	GHTJKP	⿰	山	區
3976	嶈	GHTJKP	⿱	山	將
3977	嶉	GHTK	⿱	山	唯
3978	嶊	GHTJK	⿱	山	推
3979	嶋	GHTJKP	⿰	山	鳥
3980	嶌	GTJ	⿱	山	鳥
3981	嶍	GHTK	⿰	山	習
3982	嶎	GHT	⿱	山	尉
3983	嶏	GTK	⿸	屵	配
3984	嶐	GTJK	⿱	山	隆
3985	嶑	GT	⿰	山	象
3986	嶒	GHTJKP	⿰	山	曾
3987	嶓	GHTJKP	⿰	山	番
3988	嶔	GHTJKP	⿱	山	欽
3989	嶕	GHTJKP	⿰	山	焦
3990	嶖	GT	⿰	山	翕
3991	嶗	GHTJKV	⿰	山	勞
3992	嶘	GTP	⿱	山	棧
3993	嶙	GHTJKP	⿰	山	粦
3994	嶚	GHTP	⿱	山	尞
3995	嶛	GTJKP	⿰	山	尞
3996	嶜	GHTKP	⿱	山	朁
3997	嶝	GHTJKP	⿰	山	登
3998	嶞	GHTKP	⿱	隋	山
3999	嶟	GHTJKPV	⿰	山	尊
4000	嶠	GHTJKP	⿰	山	喬
4001	嶡	GHTKP	⿱	山	厥
4002	嶢	GHTJKPV	⿰	山	堯
4003	嶣	GT	⿱	山	焦
4004	嶤	GHTJP	⿱	山	堯
4005	嶥	GT	⿰	山	厥
4006	嶦	GTKP	⿰	山	詹
4007	嶧	GHTJKP	⿰	山	睪
4008	嶨	GHTP	⿱	𦥯	山
4009	嶩	GHTV	⿰	山	農
4010	嶪	GHTKP	⿱	山	業
4011	嶫	GHTJKP	⿰	山	業
4012	嶬	GHTJKP	⿰	山	義
4014	嶮	GHTJKP	⿰	山	僉
4015	嶯	GHT	⿱	山	戢
4016	嶰	GHTJKP	⿰	山	解
4017	嶱	GHTK	⿰	山	葛
4018	嶲	GHTJKP	⿱	山	雋
4020	嶴	GV[B]	⿱	奥	山
4020	嶴	HTJK	⿱	奧	山
4021	嶵	GHTK	⿰	山	罪
4022	嶶	GHT	⿱	山	微
4023	嶷	GHTJKP	⿱	山	疑
4024	嶸	GHTJKP	⿰	山	榮
4025	嶹	GHTJK	⿰	山	壽
4026	嶺	GHTJKP	⿱	山	領
4027	嶻	GTKP	⿱	山	截
4028	嶼	GHTJKP	⿰	山	與
4029	嶽	GHTJKP	⿱	山	獄
4030	嶾	GTKP	⿰	山	㥯
4031	嶿	GT	⿰	山	需
4032	巀	GHTP	⿱	山	𢧵
4033	巁	GHT	⿰	山	厲
4034	巂	GHT	⿱	山	𮥼
4034	巂	X	⿱	崔	冏
4035	巃	GHTJKP	⿱	山	龍
4036	巄	GT	⿰	山	龍
4037	巅	G	⿱	山	颠
4038	巆	GHTKP	⿰	山	營
4039	巇	GHTJKP	⿰	山	戲
4040	巈	GT	⿱	山	鞠
4041	巉	GHTJKP	⿰	山	毚
4042	巊	GTP	⿰	山	嬰
4043	巋	GHTJKP	⿱	山	歸
4044	巌	GMTJK	⿱	山	厳
4045	巍	GHTJKPV	⿱	山	魏
4046	巎	GTJ	⿰	山	夒
4047	巏	GHTK	⿰	山	雚
4048	巐	GTJ	⿱	山	髜
4049	巑	GHTJKP	⿰	山	贊
4050	巒	GHTJKP	⿱	䜌	山
4051	巓	GTJKP	⿱	山	顚
4052	巔	GHT	⿱	山	顛
4053	巕	Z	⿰	山	㜸
4054	巖	GHTJKPV	⿱	山	嚴
4055	巗	GHTJP	⿰	山	嚴
4056	巘	GHTJKP	⿰	山	獻
4057	巙	GTJK	⿰	山	夔
4058	巚	GTK	⿱	山	獻
4060	巜	GT	⿰	𡿨	𡿨
4063	巟	GHTK	⿱	亡	𫶧
4065	巡	GHTJKPV	⿺	辶	巛
4066	巢	GHTJKPV	⿱	巛	果
4067	巣	GTJ	⿱	𭕄	果
4069	工	GHTJKPV	⿱	丅	一
4070	左	GHTJKPV	⿸	𠂇	工
4071	巧	GHTJKPV	⿰	工	丂
4072	巨	GHTJKP	⿷	匚	？
4073	巩	G	⿰	工	凡
4073	巩	T	⿰	工	？
4073	巩	J	⿰	工	卂
4074	巪	GKP	⿱	巨	𠃍
4077	巭	GKP	⿱	功	夫
4078	差	GPV	⿸	⺶	工
4079	巯	G	⿰	𢀖	㐬
4080	巰	GHT	⿰	巠	㐬
4085	巵	GHTJKP	⿸	𠂋	巴
4086	巶	GT	⿰	召	巳
4087	巷	GHTKP	⿱	共	巳
4087	巷	J	⿱	共	己
4088	巸	GT	⿰	𦣞	巳
4088	巸	JK	⿰	𦣝	巳
4089	巹	GHTJKP	⿱	丞	己
4091	巻	GTJ	⿱	龹	己
4091	巻	K	⿱	𠔉	己
4092	巼	K	⿱	巴	𠮟
4096	帀	GTJKPV	⿱	一	巾
4097	币	GT	⿱	㇒	巾
4098	市	GHTJKPV	⿱	亠	巾
4099	布	GHTJKPV	⿸	𠂇	巾
4100	帄	GHTK	⿰	巾	丁
4101	帅	G	⿰	？	巾
4102	帆	GHTJKPV	⿰	巾	凡
4104	师	G	⿰	？	帀
4105	帉	GHTKP	⿰	巾	分
4106	帊	GHTKP	⿰	巾	巴
4107	帋	GHTJKP	⿱	氏	巾
4108	希	GHTJKPV	⿱	㐅	布
4109	帍	GP	⿸	户	巾
4109	帍	TJK	⿸	戶	巾
4110	帎	GHTK	⿰	巾	冘
4111	帏	G	⿰	巾	韦
4112	帐	G	⿰	巾	长
4113	帑	GHTJKPV	⿱	奴	巾
4114	帒	GHTJKPV	⿱	代	巾
4115	帓	GTKP	⿰	巾	末
4116	帔	GHTJKP	⿰	巾	皮
4117	帕	GHTJKP	⿰	巾	白
4118	帖	GHTJKPV	⿰	巾	占
4119	帗	GHTK	⿰	巾	犮
4120	帘	G	⿱	穴	巾
4120	帘	HTJKPV	⿱	宂	巾
4121	帙	GHTJKPV	⿰	巾	失
4123	帛	GHTJKPV	⿱	白	巾
4124	帜	G	⿰	巾	只
4125	帝	GHTJKPV	⿱	？	巾
4126	帞	GTP	⿰	巾	百
4127	帟	GHTJKP	⿱	亦	巾
4128	帠	GHTJKP	⿱	臼	巾
4130	帢	GHTKP	⿰	巾	合
4131	帣	GHT	⿱	龹	巾
4131	帣	KP	⿱	𠔉	巾
4132	帤	GHTKP	⿱	如	巾
4133	帥	GHTJKPV	⿰	𠂤	巾
4135	帧	G	⿰	巾	贞
4136	帨	G	⿰	巾	兑
4136	帨	HTJKP	⿰	巾	兌
4137	帩	GHTK	⿰	巾	肖
4138	帪	GTP	⿰	巾	辰
4139	師	GHTJKPV	⿰	𠂤	帀
4140	帬	GTKP	⿱	君	巾
4142	帮	GHTJKP	⿱	邦	巾
4144	帰	K	⿰	？	帚
4145	帱	G	⿰	巾	寿
4147	帳	GHTJKPV	⿰	巾	長
4148	帴	GHTKP	⿰	巾	戔
4149	帵	GTJKP	⿰	巾	宛
4151	帷	GHTJKP	⿰	巾	隹
4152	常	GHTJKPV	⿱	龸	吊
4152	常	X	⿱	𫩠	巾
4153	帹	GTP	⿰	巾	妾
4154	帺	GT	⿰	巾	其
4155	帻	G	⿰	巾	责
4156	帼	G	⿰	巾	国
4157	帽	GHTJPV	⿰	巾	冒
4158	帾	GHTKP	⿰	巾	者
4159	帿	GTKP	⿰	巾	侯
4160	幀	GHTJKPV	⿰	巾	貞
4161	幁	GHTK	⿰	巾	頁
4162	幂	GHTKP	⿱	𠖇	巾
4163	幃	GHTJKP	⿰	巾	韋
4164	幄	GHTJKP	⿰	巾	屋
4165	幅	GHTJKPV	⿰	巾	畐
4166	幆	GTP	⿰	巾	曷
4167	幇	GTJKP	⿱	封	巾
4168	幈	GHT	⿰	巾	屏
4169	幉	GJ	⿰	巾	枼
4170	幊	GHTK	⿰	巾	貢
4171	幋	GHTJKP	⿱	般	巾
4172	幌	GHTJKP	⿰	巾	晃
4173	幍	GHTKPV	⿰	巾	舀
4174	幎	GHTJKP	⿰	巾	冥
4175	幏	GHTKP	⿰	巾	家
4178	幒	G	⿰	巾	悤
4179	幓	GHTKP	⿰	巾	參
4180	幔	GHTJKPV	⿰	巾	曼
4181	幕	GHTJKP	⿱	莫	巾
4182	幖	GTJKP	⿰	巾	票
4183	幗	GHTJKPV	⿰	巾	國
4184	幘	GHTJKP	⿰	巾	責
4185	幙	GHTKP	⿰	巾	莫
4186	幚	GP	⿱	邦	帛
4187	幛	GHTJKV	⿰	巾	章
4188	幜	GHTJKP	⿰	巾	景
4189	幝	GHTKP	⿰	巾	單
4190	幞	GHTJKP	⿰	巾	菐
4191	幟	GHTJKPV	⿰	巾	戠
4192	幠	GHTKP	⿰	巾	無
4193	幡	GHTJKPV	⿰	巾	番
4194	幢	GHTJKPV	⿰	巾	童
4195	幣	GHTKPV	⿱	敝	巾
4196	幤	GTJ	⿱	敞	巾
4197	幥	GT	⿰	巾	掌
4198	幦	GHTKP	⿱	辟	巾
4199	幧	GHTKP	⿰	巾	喿
4200	幨	GHTJKPV	⿰	巾	詹
4201	幩	GHTKP	⿰	巾	賁
4202	幪	GHTJKV	⿰	巾	蒙
4202	幪	P	⿰	巾	𫎇
4203	幫	GHTJKPV	⿱	封	帛
4204	幬	GHTJKP	⿰	巾	壽
4205	幭	GHTJKP	⿰	巾	蔑
4206	幮	GHTJKP	⿰	巾	廚
4207	幯	GHTK	⿰	巾	節
4208	幰	GHTKP	⿰	巾	憲
4209	幱	GTKP	⿰	巾	闌
4210	干	GHTJKPV	⿱	一	十
4212	年	GHTKPV	⿱	𠂉	？
4212	年	J	⿱	𠂉	㐄
4213	幵	GHTJP	⿰	干	干
4214	并	GHTJKP	⿱	丷	开
4216	幸	GHTJKPV	⿱	土	𢆉
4217	幹	GHTJKPV	⿰	𠦝	𫢉
4219	幻	GHTJKPV	⿰	幺	𠃌
4220	幼	GHTJKPV	⿰	幺	力
4222	幾	HTJK	⿹	？	人
4223	广	GHTJKP	⿱	丶	厂
4224	庀	GHTJKP	⿸	广	匕
4225	庁	GTJK	⿸	广	丁
4226	庂	GHTK	⿸	广	人
4227	広	GHTJK	⿸	广	厶
4228	庄	GHTJKPV	⿸	广	土
4229	庅	GT	⿸	广	么
4230	庆	GH	⿸	广	大
4231	庇	GHTJKP	⿸	广	比
4232	庈	GHTK	⿸	广	今
4233	庉	GHTKPV	⿸	广	屯
4234	床	GHTJKPV	⿸	广	木
4235	庋	GHTJKP	⿸	广	支
4236	庌	GHTKP	⿸	广	牙
4237	庍	GHT	⿸	广	斤
4238	庎	GTJKP	⿸	广	介
4239	序	GHTJKPV	⿸	广	予
4240	庐	G	⿸	广	户
4240	庐	T	⿸	广	戶
4241	庑	G	⿸	广	无
4242	庒	GHT	⿸	广	圡
4243	库	G	⿸	广	车
4245	底	GHTJKPV	⿸	广	氐
4246	庖	GHTKP	⿸	广	包
4247	店	GHTJKPV	⿸	广	占
4248	庘	GTKP	⿸	广	甲
4249	庙	GHTPV	⿸	广	由
4251	庛	GHTKP	⿸	广	此
4252	府	GHTJKPV	⿸	广	付
4253	庝	GT	⿸	广	冬
4254	庞	G	⿸	广	龙
4255	废	G	⿸	广	发
4256	庠	GHTJKPV	⿸	广	羊
4257	庡	GT	⿸	广	衣
4258	庢	GHTJKP	⿸	广	至
4259	庣	GHTP	⿸	广	兆
4260	庤	GHTJKP	⿸	广	寺
4261	庥	GHTJKP	⿸	广	休
4263	座	GHTJKPV	⿸	广	坐
4264	庨	GHTJKP	⿸	广	孝
4265	庩	GTKP	⿸	广	余
4266	庪	GHTJKP	⿸	广	技
4267	庫	GHTJKPV	⿸	广	車
4268	庬	GHTJKP	⿸	广	尨
4269	庭	GHTJKPV	⿸	广	廷
4270	庮	GHTKP	⿸	广	酉
4271	庯	GTP	⿸	广	甫
4272	庰	GHTP	⿸	广	并
4272	庰	K	⿸	广	幷
4273	庱	GHTJK	⿸	广	夌
4274	庲	GHTKP	⿸	广	來
4275	庳	GHTKP	⿸	广	卑
4276	庴	GHTKP	⿸	广	昔
4277	庵	GHTJKPV	⿸	广	奄
4279	康	GHTJKPV	⿸	广	隶
4280	庸	GHTJKPV	⿸	广	𬎾
4282	庺	GT	⿸	广	枀
4284	庼	G	⿸	广	顷
4285	庽	GHTJK	⿸	广	禺
4286	庾	GHTKP	⿸	广	臾
4287	庿	GTJP	⿸	广	苗
4288	廀	GTKP	⿸	广	叜
4289	廁	GHTJKPV	⿸	广	則
4290	廂	GHTJKPV	⿸	广	相
4291	廃	GTJK	⿸	广	発
4293	廅	GHTKP	⿸	广	盍
4294	廆	GHTJKP	⿸	广	鬼
4295	廇	GHTKP	⿸	广	留
4296	廈	GHTJKPV	⿸	广	夏
4297	廉	GHTJPV	⿸	广	兼
4298	廊	GHTJPV	⿸	广	郎
4298	廊	K	⿸	广	郞
4299	廋	GHTJK	⿸	广	叟
4300	廌	GHTJKP	⿸	？	？
4301	廍	GHT	⿸	广	部
4302	廎	GHTJK	⿸	广	頃
4303	廏	GTJKP	⿸	广	𣪘
4304	廐	GH	⿸	广	既
4304	廐	TJKP	⿸	广	旣
4305	廑	GHTJKP	⿸	广	堇
4306	廒	GHTJKP	⿸	广	敖
4307	廓	GHTJKPV	⿸	广	郭
4308	廔	GHTJKP	⿸	广	婁
4309	廕	GHTJKPV	⿸	广	陰
4310	廖	GHTJKPV	⿸	广	翏
4311	廗	GHTKP	⿸	广	帶
4312	廘	GHT	⿸	广	鹿
4313	廙	GHTJKP	⿸	广	異
4314	廚	GHTJKPV	⿸	广	尌
4315	廛	GV	⿸	广	𱗐
4316	廜	GHTJKP	⿸	广	屠
4317	廝	GHTJKP	⿸	广	斯
4318	廞	GHTJKP	⿸	广	欽
4319	廟	GHTKPV	⿸	广	朝
4320	廠	GHTJKPV	⿸	广	敞
4321	廡	GHTJKPV	⿸	广	無
4322	廢	GHTJKPV	⿸	广	發
4323	廣	GV	⿸	广	黄
4323	廣	HTJKP	⿸	广	黃
4324	廤	K	⿸	庫	𠮟
4325	廥	GHTJKP	⿸	广	會
4326	廦	GHTK	⿸	广	辟
4327	廧	GHTKP	⿸	广	嗇
4328	廨	GHTJKP	⿸	广	解
4329	廩	GHTJKPV	⿸	广	稟
4330	廪	GTK	⿸	广	禀
4331	廫	GTJ	⿸	广	膠
4332	廬	GHTJKP	⿸	广	盧
4333	廭	GT	⿸	广	積
4334	廮	GHTKP	⿸	广	嬰
4335	廯	GHTP	⿸	广	鮮
4336	廰	GTJK	⿸	广	聴
4337	廱	GHTJKP	⿸	广	雝
4338	廲	GHTP	⿸	广	麗
4339	廳	GHTJKPV	⿸	广	聽
4341	廵	GTP	⿺	廴	巛
4342	延	HTJ	⿺	廴	𠂛
4343	廷	GHT	⿺	廴	𡈼
4343	廷	JKPV	⿺	廴	壬
4344	廸	GHMTJK	⿺	廴	由
4345	廹	GHTJK	⿺	廴	白
4346	建	GHTJKPV	⿺	廴	聿
4347	廻	GHTJKP	⿺	廴	回
4348	廼	GHTJK	⿺	廴	西
4349	廽	GTJP	⿺	廴	囬
4351	廿	GHTJKP	⿱	卄	一
4352	开	GTJ	⿱	一	廾
4353	弁	GHTJKP	⿱	厶	廾
4354	异	G	⿱	巳	廾
4354	异	HP	⿱	已	廾
4354	异	TJK	⿱	己	廾
4355	弃	GTJKP	⿱	亠	弁
4356	弄	GHTJKPV	⿱	王	廾
4357	弅	GHTKP	⿱	分	廾
4358	弆	GTJKP	⿱	去	廾
4359	弇	GHTJKP	⿱	合	廾
4360	弈	GHTJKP	⿱	亦	廾
4361	弉	GJ	⿱	壯	廾
4362	弊	GHTKPV	⿱	敝	廾
4363	弋	GHTJKPV	⿺	𫠠	丶
4364	弌	GHTJKP	⿹	弋	一
4365	弍	GHTJKPV	⿹	弋	二
4366	弎	GHTJKP	⿹	弋	三
4367	式	GHTJKPV	⿹	弋	工
4368	弐	GTJK	⿹	？	二
4368	弐	X	⿽	弍	一
4369	弑	GTJKPV	⿰	杀	式
4370	弒	GHT	⿰	𣏂	式
4371	弓	GHTJKPV	⿱	？	㇉
4373	引	GHTJKPV	⿰	弓	丨
4374	弖	GJ	⿱	弓	一
4376	弘	GHTJKP	⿰	弓	厶
4377	弙	GTJKP	⿰	弓	于
4378	弚	G	⿱	丷	弔
4378	弚	HTKP	⿱	八	弔
4378	弚	X	㇯	弟	㇒
4379	弛	GHTJKP	⿰	弓	也
4380	弜	GTJ	⿰	弓	弓
4381	弝	GHTJKP	⿰	弓	巴
4382	弞	GTJKP	⿰	弓	欠
4383	弟	GHTJKPV	⿱	丷	𢎨
4383	弟	X	⿹	弚	㇒
4384	张	G	⿰	弓	长
4385	弡	GTJK	⿰	弓	巨
4386	弢	GHTJKP	⿰	弓	𠬢
4387	弣	GHTJKP	⿰	弓	付
4388	弤	GHTJKP	⿰	弓	氐
4389	弥	GP	⿰	弓	尔
4389	弥	HTJK	⿰	弓	尓
4390	弦	GHTJKPV	⿰	弓	玄
4391	弧	GHTJKP	⿰	弓	瓜
4392	弨	GHTJKP	⿰	弓	召
4393	弩	GHTJKPV	⿱	奴	弓
4394	弪	G	⿰	弓	𢀖
4395	弫	GTJ	⿰	弓	臣
4396	弬	GJ	⿰	弓	𦣝
4396	弬	T	⿰	弓	𦣞
4397	弭	GHTJKPV	⿰	弓	耳
4398	弮	GHT	⿱	龹	弓
4398	弮	JKP	⿱	𠔉	弓
4399	弯	G	⿱	𰁜	弓
4399	弯	TJK	⿱	亦	弓
4400	弰	GHTJKP	⿰	弓	肖
4402	弲	GT	⿰	弓	肙
4403	弳	GHT	⿰	弓	巠
4404	弴	GTJKP	⿰	弓	享
4405	張	GHTJKPV	⿰	弓	長
4406	弶	GHTJKP	⿰	弓	京
4407	強	GHTJKPV	⿰	弓	𧈧
4408	弸	GHTJKP	⿰	弓	朋
4409	弹	GT	⿰	弓	单
4410	强	GHTKP	⿰	弓	虽
4413	弽	GTJKP	⿰	弓	枼
4414	弾	GTJKP	⿰	弓	単
4415	弿	GTJ	⿱	𡨄	弓
4417	彁	GTJ	⿰	弓	哥
4418	彂	GT	⿱	业	矤
4419	彃	GHTKP	⿰	弓	畢
4420	彄	GHTJKP	⿰	弓	區
4421	彅	GJ	⿰	弓	剪
4422	彆	GHTKP	⿱	敝	弓
4423	彇	GTJP	⿰	弓	肅
4424	彈	GHTJKPV	⿰	弓	單
4425	彉	G	⿰	弓	黄
4425	彉	HTKP	⿰	弓	黃
4426	彊	GHTJKPV	⿰	弓	畺
4427	彋	GHTKP	⿰	弓	睘
4428	彌	GHTJKP	⿰	弓	爾
4429	彍	GHTJKP	⿰	弓	廣
4430	彎	GHTJKP	⿱	䜌	弓
4431	彏	GHTKP	⿰	弓	矍
4433	彑	GHTJKP	⿱	？	一
4434	归	GP	⿰	？	𫜹
4435	当	GTJK	⿱	⺌	𫜹
4435	当	P	⿱	⺌	？
4436	彔	GJK	⿱	彑	氺
4437	录	G	⿱	？	氺
4438	彖	GHTJKP	⿱	彑	𧰨
4443	彛	G	⿱	？	𪪷
4443	彛	TJKP	⿱	？	𪪷
4444	彜	GHTJKP	⿱	彑	𪪷
4447	彟	G	⿰	寻	蒦
4448	彠	GMJKP	⿰	尋	蒦
4450	形	GHTJKPV	⿰	开	彡
4451	彣	GHTJKPV	⿺	文	彡
4452	彤	GHTJKP	⿰	丹	彡
4454	彦	GMTJKP	⿸	产	彡
4456	彨	G	⿰	丽	彡
4457	彩	GHTJKPV	⿰	采	彡
4458	彪	GHTJKP	⿺	虎	彡
4459	彫	GHTJKPV	⿰	周	彡
4460	彬	GHTJKPV	⿰	林	彡
4461	彭	GHTJKPV	⿰	壴	彡
4462	彮	GT	⿰	容	彡
4463	彯	GHTJKP	⿰	票	彡
4464	彰	GHTJKP	⿰	章	彡
4465	影	GHTJKPV	⿰	景	彡
4466	彲	GHTJKP	⿰	麗	彡
4467	彳	GHTJKP	⿱	𰀪	丨
4467	彳	X	⿱	㇒	亻
4468	彴	GHTJKP	⿰	彳	勺
4469	彵	GTJP	⿰	彳	也
4470	彶	GHTKP	⿰	彳	及
4471	彷	GHTJKPV	⿰	彳	方
4472	彸	GHTJP	⿰	彳	公
4473	役	GHTJKPV	⿰	彳	殳
4474	彺	GTJK	⿰	彳	王
4475	彻	GH	⿰	彳	切
4476	彼	GHTJKPV	⿰	彳	皮
4477	彽	GHTJKP	⿰	彳	氐
4478	彾	GHTJKPV	⿰	彳	令
4479	彿	GHTJKPV	⿰	彳	弗
4480	往	GHTJKPV	⿰	彳	主
4481	征	GHTJKPV	⿰	彳	正
4482	徂	GHTJKPV	⿰	彳	且
4483	徃	GHTJKP	⿰	彳	生
4484	径	TJKP	⿰	彳	圣
4485	待	GHTJKPV	⿰	彳	寺
4486	徆	GHTK	⿰	彳	西
4487	徇	GHTJKP	⿰	彳	旬
4488	很	GHTJKP	⿰	彳	艮
4489	徉	GHTJKP	⿰	彳	羊
4490	徊	GHTJKPV	⿰	彳	回
4491	律	GHTJKPV	⿰	彳	聿
4493	徍	GTJP	⿰	彳	圭
4494	徎	GT	⿰	彳	呈
4495	徏	GTJ	⿰	彳	步
4496	徐	GHTJKPV	⿰	彳	余
4497	徑	GHTJKP	⿰	彳	巠
4498	徒	GHTJKPV	⿰	彳	走
4500	徔	GT	⿰	彳	芝
4501	徕	G	⿰	彳	来
4502	徖	GHTJK	⿰	彳	宗
4503	得	GHTJKPV	⿰	彳	㝵
4504	徘	GHTJKPV	⿰	彳	非
4505	徙	GHTJKP	⿰	彳	歨
4506	徚	GT	⿰	彳	柬
4507	徛	GHTK	⿰	彳	奇
4508	徜	GHT	⿰	彳	尚
4508	徜	JKP	⿰	彳	尙
4509	徝	GTJ	⿰	彳	直
4511	徟	GHTK	⿰	彳	周
4512	徠	GHTJKPV	⿰	彳	來
4513	御	GHTJKPV	⿰	彳	卸
4514	徢	GTJK	⿰	彳	疌
4515	徣	GTK	⿰	彳	昔
4516	徤	GHTJ	⿰	彳	建
4517	徥	GHTKP	⿰	彳	是
4518	徦	GHTKP	⿰	彳	叚
4519	徧	GHTJKP	⿰	彳	扁
4520	徨	GHTJKPV	⿰	彳	皇
4521	復	GHTJKPV	⿰	彳	复
4522	循	GHTJKP	⿰	彳	盾
4523	徫	GHTJ	⿰	彳	韋
4524	徬	GHTJKPV	⿰	彳	旁
4525	徭	GHTJKP	⿰	彳	䍃
4526	微	GKPV	⿰	彳	𢼸
4526	微	HTJ	⿰	彳	𣁋
4527	徯	GHTJKP	⿰	彳	奚
4528	徰	GTJ	⿰	彳	𱥂
4529	徱	GHTJ	⿰	彳	票
4530	徲	GHTP	⿰	彳	犀
4533	徵	GHTJKPV	⿰	彳	𢽠
4534	徶	GHTKP	⿰	彳	敝
4535	德	GHTJKPV	⿰	彳	𢛳
4536	徸	GTJ	⿰	彳	童
4537	徹	GHTJKPV	⿰	彳	𰕎
4538	徺	GHT	⿰	彳	堯
4539	徻	GHTKP	⿰	彳	會
4540	徼	GHTJKP	⿰	彳	敫
4541	徽	GHTJKP	⿰	彳	𢾰
4543	徿	GHTKP	⿰	彳	龍
4544	忀	GHTP	⿰	彳	襄
4546	忂	GHT	⿰	彳	瞿
4550	忆	GV	⿰	忄	乙
4551	忇	GTJKV	⿰	忄	力
4552	忈	GTJK	⿱	二	心
4553	忉	GHTJKPV	⿰	忄	刀
4554	忊	GTKV	⿰	忄	丁
4555	忋	GTJK	⿰	忄	己
4556	忌	GHTJKPV	⿱	己	心
4557	忍	GHTJKPV	⿱	刃	心
4558	忎	GT	⿱	千	心
4559	忏	GHTKV	⿰	忄	千
4560	忐	GHTJKP	⿱	上	心
4561	忑	GHTJKPV	⿱	下	心
4562	忒	GHTJKPV	⿹	弋	心
4563	忓	GTJKP	⿰	忄	干
4564	忔	GHTJKP	⿰	忄	乞
4565	忕	GHTKP	⿰	忄	大
4566	忖	GHTJKPV	⿰	忄	寸
4567	志	GHTJKPV	⿱	士	心
4568	忘	GHTJKPV	⿱	亡	心
4569	忙	GHTJKPV	⿰	忄	亡
4570	忚	GTP	⿰	忄	也
4571	忛	GHT	⿰	忄	凡
4572	応	GTJK	⿸	广	心
4573	忝	GTV	⿱	天	⺗
4573	忝	H	⿱	天	㣺
4573	忝	JKP	⿱	夭	⺗
4574	忞	GHTJKP	⿱	文	心
4575	忟	GHTKP	⿰	忄	文
4576	忠	GHTJKPV	⿱	中	心
4577	忡	GHTJKP	⿰	忄	中
4578	忢	GTJP	⿱	五	心
4579	忣	GHTK	⿰	忄	及
4580	忤	GHTJKPV	⿰	忄	午
4581	忥	GHT	⿹	气	心
4582	忦	GTP	⿰	忄	介
4583	忧	GT	⿰	忄	尤
4584	忨	GHTJKP	⿰	忄	元
4585	忩	GTJKP	⿱	公	心
4586	忪	GHTJKP	⿰	忄	公
4587	快	GHTJKPV	⿰	忄	夬
4588	忬	GTJK	⿰	忄	予
4589	忭	GHTJKP	⿰	忄	卞
4590	忮	GHTJKP	⿰	忄	支
4591	忯	GHTJKP	⿰	忄	氏
4592	忰	GTJKP	⿰	忄	卆
4593	忱	GHTJKPV	⿰	忄	冘
4594	忲	GTJKP	⿰	忄	太
4595	忳	GHTJKP	⿰	忄	屯
4596	忴	GHTK	⿰	忄	今
4597	念	GHTJKV	⿱	今	心
4598	忶	GTJK	⿰	忄	云
4599	忷	GHTKP	⿰	忄	凶
4600	忸	GHTJKPV	⿰	忄	丑
4601	忹	GT	⿰	忄	王
4602	忺	GHTJKP	⿰	忄	欠
4603	忻	GHTJKP	⿰	忄	斤
4604	忼	GTJKPV	⿰	忄	亢
4605	忽	GHTJKPV	⿱	勿	心
4606	忾	G	⿰	忄	气
4607	忿	GHTJKPV	⿱	分	心
4608	怀	GHTK	⿰	忄	不
4609	态	G	⿱	太	心
4610	怂	G	⿱	从	心
4611	怃	G	⿰	忄	无
4612	怄	G	⿰	忄	区
4613	怅	G	⿰	忄	长
4614	怆	G	⿰	忄	仓
4615	怇	GTJK	⿰	忄	巨
4616	怈	GT	⿰	忄	世
4617	怉	GHTKP	⿰	忄	包
4618	怊	GHTJKP	⿰	忄	召
4619	怋	GHTK	⿰	忄	民
